,heading,key,value
24657,Miscellaneous,Top Speed,135 Kmph
24658,Miscellaneous,Acceleration,19 Seconds
24659,Miscellaneous,Tyre Type,Tubeless
24660,Miscellaneous,No Door Numbers,5
24661,Miscellaneous,Cargo Volumn,215-litres
24662,Engine and Transmission,Color,Silver
24663,Engine and Transmission,Engine Type,In Line Diesel Engine
24664,Engine and Transmission,Displacement,2143
24665,Engine and Transmission,Max Power,136bhp@3600-4400rpm
24666,Engine and Transmission,Max Torque,300Nm@1600-3000rpm
24667,Engine and Transmission,No of Cylinder,4
24668,Engine and Transmission,Values per Cylinder,4
24669,Engine and Transmission,Value Configuration,DOHC
24670,Engine and Transmission,Fuel Suppy System,CRDi
24671,Engine and Transmission,Turbo Charger,Yes
24672,Engine and Transmission,Super Charger,No
24673,Dimensions & Capacity,Length,4630mm
24674,Dimensions & Capacity,Width,1777 mm
24675,Dimensions & Capacity,Height,1432mm
24676,Dimensions & Capacity,Wheel Base,2699mm
24677,Dimensions & Capacity,Front Tread,1549mm
24678,Dimensions & Capacity,Rear Tread,1547mm
24679,Dimensions & Capacity,Kerb Weight,1570kg
24680,Dimensions & Capacity,Gross Weight,2005kg
24681,Miscellaneous,Gear Box,7 Speed
24682,Miscellaneous,Drive Type,FWD
24683,Miscellaneous,Seating Capacity,5
24684,Miscellaneous,Steering Type,Power
24685,Miscellaneous,Turning Radius,5.5 metres
24686,Miscellaneous,Front Brake Type,Disc
24687,Miscellaneous,Rear Brake Type,Disc
24688,Miscellaneous,Top Speed,220 Kmph
24689,Miscellaneous,Acceleration,9.8 Seconds
24690,Miscellaneous,Tyre Type,"Tubeless,Radial"
24691,Miscellaneous,Alloy Wheel Size,17
24692,Miscellaneous,No Door Numbers,4
24693,Miscellaneous,Cargo Volumn,470-litres
24694,Engine and Transmission,Color,White
24695,Engine and Transmission,Engine Type,D13A SHVS Engine
24696,Engine and Transmission,Displacement,1248
24697,Engine and Transmission,Max Power,88.5bhp@4000rpm
24698,Engine and Transmission,Max Torque,200Nm@1750rpm
24699,Engine and Transmission,No of Cylinder,4
24700,Engine and Transmission,Values per Cylinder,4
24701,Engine and Transmission,Value Configuration,DOHC
24702,Engine and Transmission,Fuel Suppy System,CRDI
24703,Engine and Transmission,BoreX Stroke,69.6 X 82 mm
24704,Engine and Transmission,Compression Ratio,17.6:1
24705,Engine and Transmission,Turbo Charger,Yes
24706,Engine and Transmission,Super Charger,No
24707,Dimensions & Capacity,Length,4296mm
24708,Dimensions & Capacity,Width,1695mm
24709,Dimensions & Capacity,Height,1685mm
24710,Dimensions & Capacity,Wheel Base,2740mm
24711,Dimensions & Capacity,Front Tread,1480mm
24712,Dimensions & Capacity,Rear Tread,1490mm
24713,Dimensions & Capacity,Kerb Weight,1260kg
24714,Miscellaneous,Gear Box,5 Speed
24715,Miscellaneous,Drive Type,FWD
24716,Miscellaneous,Seating Capacity,7
24717,Miscellaneous,Steering Type,Power
24718,Miscellaneous,Turning Radius,5.2 metres
24719,Miscellaneous,Front Brake Type,Ventilated Disc
24720,Miscellaneous,Rear Brake Type,Drum
24721,Miscellaneous,Top Speed,160 kmph
24722,Miscellaneous,Acceleration,13.3 Seconds
24723,Miscellaneous,Tyre Type,"Tubeless, Radial"
24724,Miscellaneous,No Door Numbers,5
24725,Miscellaneous,Cargo Volumn,135-liters
24726,Engine and Transmission,Color,White
24727,Engine and Transmission,Engine Type,1.0 Turbo GDi petrol
24728,Engine and Transmission,Displacement,998
24729,Engine and Transmission,Max Power,98.63bhp@6000rpm
24730,Engine and Transmission,Max Torque,172nm@1500-4000rpm
24731,Engine and Transmission,No of Cylinder,3
24732,Engine and Transmission,Values per Cylinder,4
24733,Engine and Transmission,Turbo Charger,Yes
24734,Dimensions & Capacity,Length,3805mm
24735,Dimensions & Capacity,Width,1680
24736,Dimensions & Capacity,Height,1520
24737,Dimensions & Capacity,Wheel Base,2450
24738,Dimensions & Capacity,Kerb Weight,1180
24739,Miscellaneous,Gear Box,5-Speed
24740,Miscellaneous,Seating Capacity,5
24741,Miscellaneous,Steering Type,Electric
24742,Miscellaneous,Front Brake Type,Disc
24743,Miscellaneous,Rear Brake Type,Drum
24744,Miscellaneous,Tyre Type,"Tubeless, Radial"
24745,Miscellaneous,Alloy Wheel Size,15
24746,Miscellaneous,No Door Numbers,5
24747,Engine and Transmission,Color,Others
24748,Engine and Transmission,Engine Type,Petrol Engine
24749,Engine and Transmission,Displacement,1196
24750,Engine and Transmission,Max Power,70bhp@6250rpm
24751,Engine and Transmission,Max Torque,102Nm@4000rpm
24752,Engine and Transmission,No of Cylinder,4
24753,Engine and Transmission,Values per Cylinder,4
24754,Engine and Transmission,Value Configuration,DOHC
24755,Engine and Transmission,Fuel Suppy System,SEFI
24756,Engine and Transmission,Turbo Charger,No
24757,Engine and Transmission,Super Charger,No
24758,Dimensions & Capacity,Length,3795mm
24759,Dimensions & Capacity,Width,1680mm
24760,Dimensions & Capacity,Height,1427mm
24761,Dimensions & Capacity,Wheel Base,2489mm
24762,Dimensions & Capacity,Kerb Weight,1060kg
24763,Miscellaneous,Gear Box,5 Speed
24764,Miscellaneous,Drive Type,Front Wheel Drive
24765,Miscellaneous,Seating Capacity,5
24766,Miscellaneous,Steering Type,Power
24767,Miscellaneous,Turning Radius,4.9m
24768,Miscellaneous,Front Brake Type,Ventilated Disc
24769,Miscellaneous,Rear Brake Type,Drum
24770,Miscellaneous,Top Speed,148km/hr
24771,Miscellaneous,Acceleration,14.8 Seconds
24772,Miscellaneous,Tyre Type,"Tubeless,Radial"
24773,Miscellaneous,Alloy Wheel Size,14
24774,Miscellaneous,No Door Numbers,5
24775,Miscellaneous,Cargo Volumn,284 Liters
24776,Engine and Transmission,Color,Grey
24777,Engine and Transmission,Engine Type,VTVT Petrol Engine
24778,Engine and Transmission,Displacement,1591
24779,Engine and Transmission,Max Power,121.3bhp@6400rpm
24780,Engine and Transmission,Max Torque,151Nm@4850rpm
24781,Engine and Transmission,No of Cylinder,4
24782,Engine and Transmission,Values per Cylinder,4
24783,Engine and Transmission,Value Configuration,DOHC
24784,Engine and Transmission,Fuel Suppy System,MPFI
24785,Engine and Transmission,Turbo Charger,No
24786,Engine and Transmission,Super Charger,No
24787,Dimensions & Capacity,Length,4440mm
24788,Dimensions & Capacity,Width,1729mm
24789,Dimensions & Capacity,Height,1475mm
24790,Dimensions & Capacity,Wheel Base,2600mm
24791,Dimensions & Capacity,Kerb Weight,1228
24792,Miscellaneous,Gear Box,6 Speed
24793,Miscellaneous,Drive Type,FWD
24794,Miscellaneous,Seating Capacity,5
24795,Miscellaneous,Steering Type,Power
24796,Miscellaneous,Front Brake Type,Disc
24797,Miscellaneous,Rear Brake Type,Drum
24798,Miscellaneous,Acceleration,11.31 Seconds
24799,Miscellaneous,Tyre Type,Tubeless
24800,Miscellaneous,Alloy Wheel Size,16
24801,Miscellaneous,No Door Numbers,4
24802,Miscellaneous,Cargo Volumn,480
24803,Engine and Transmission,Color,Others
24804,Engine and Transmission,Engine Type,mHawk Diesel  Engine
24805,Engine and Transmission,Displacement,1997
24806,Engine and Transmission,Max Power,120bhp@4000rpm
24807,Engine and Transmission,Max Torque,280Nm@1800-2800rpm
24808,Engine and Transmission,No of Cylinder,4
24809,Engine and Transmission,Values per Cylinder,4
24810,Engine and Transmission,Value Configuration,DOHC
24811,Engine and Transmission,Fuel Suppy System,CRDi
24812,Engine and Transmission,Turbo Charger,Yes
24813,Engine and Transmission,Super Charger,No
24814,Dimensions & Capacity,Length,4456mm
24815,Dimensions & Capacity,Width,1820mm
24816,Dimensions & Capacity,Height,1995mm
24817,Dimensions & Capacity,Wheel Base,2680mm
24818,Dimensions & Capacity,Front Tread,1450mm
24819,Dimensions & Capacity,Rear Tread,1450mm
24820,Dimensions & Capacity,Kerb Weight,1545
24821,Dimensions & Capacity,Gross Weight,2510kg
24822,Miscellaneous,Gear Box,5 Speed
24823,Miscellaneous,Drive Type,RWD
24824,Miscellaneous,Seating Capacity,7
24825,Miscellaneous,Steering Type,Power
24826,Miscellaneous,Turning Radius,5.4 metres
24827,Miscellaneous,Front Brake Type,Disc
24828,Miscellaneous,Rear Brake Type,Drum
24829,Miscellaneous,Top Speed,160 Kmph
24830,Miscellaneous,Acceleration,14 Seconds
24831,Miscellaneous,Tyre Type,"Tubeless,Radial"
24832,Miscellaneous,No Door Numbers,5
24833,Miscellaneous,Cargo Volumn,460-litres
24834,Engine and Transmission,Color,Others
24835,Engine and Transmission,Engine Type,K Series Petrol Engine
24836,Engine and Transmission,Displacement,998
24837,Engine and Transmission,Max Power,67.05bhp@6000rpm
24838,Engine and Transmission,Max Torque,90Nm@3500rpm
24839,Engine and Transmission,No of Cylinder,3
24840,Engine and Transmission,Values per Cylinder,4
24841,Engine and Transmission,Value Configuration,DOHC
24842,Engine and Transmission,Fuel Suppy System,MPFi
24843,Engine and Transmission,Turbo Charger,No
24844,Engine and Transmission,Super Charger,No
24845,Dimensions & Capacity,Length,3545mm
24846,Dimensions & Capacity,Width,1515mm
24847,Dimensions & Capacity,Height,1475mm
24848,Dimensions & Capacity,Wheel Base,2360mm
24849,Dimensions & Capacity,Front Tread,1295mm
24850,Dimensions & Capacity,Rear Tread,1290mm
24851,Dimensions & Capacity,Kerb Weight,774kg
24852,Dimensions & Capacity,Gross Weight,1210kg
24853,Miscellaneous,Gear Box,5 Speed
24854,Miscellaneous,Drive Type,FWD
24855,Miscellaneous,Seating Capacity,5
24856,Miscellaneous,Steering Type,Power
24857,Miscellaneous,Turning Radius,4.6 metres
24858,Miscellaneous,Front Brake Type,Ventilated Disc
24859,Miscellaneous,Rear Brake Type,Drum
24860,Miscellaneous,Top Speed,145 Kmph
24861,Miscellaneous,Acceleration,13.3 Seconds
24862,Miscellaneous,Tyre Type,"Tubeless,Radial"
24863,Miscellaneous,No Door Numbers,5
24864,Miscellaneous,Cargo Volumn,177
24865,Engine and Transmission,Color,Others
24866,Engine and Transmission,Engine Type,1.2l Turbocharged Revotron Engine
24867,Engine and Transmission,Displacement,1199
24868,Engine and Transmission,Max Power,118.36bhp@5500rpm
24869,Engine and Transmission,Max Torque,170nm@1750-4000rpm
24870,Engine and Transmission,No of Cylinder,3
24871,Engine and Transmission,Values per Cylinder,4
24872,Engine and Transmission,Turbo Charger,Yes
24873,Dimensions & Capacity,Length,3993
24874,Dimensions & Capacity,Width,1811
24875,Dimensions & Capacity,Height,1606
24876,Dimensions & Capacity,Wheel Base,2498
24877,Dimensions & Capacity,Kerb Weight,1180
24878,Miscellaneous,Gear Box,6-Speed
24879,Miscellaneous,Seating Capacity,5
24880,Miscellaneous,Turning Radius,5.1
24881,Miscellaneous,Front Brake Type,Disc
24882,Miscellaneous,Rear Brake Type,Drum
24883,Miscellaneous,Tyre Type,"Tubeless, Radial"
24884,Miscellaneous,Alloy Wheel Size,16
24885,Miscellaneous,No Door Numbers,5
24886,Miscellaneous,Cargo Volumn,350
24887,Engine and Transmission,Color,Red
24888,Engine and Transmission,Engine Type,2.0L Multijet Diesel
24889,Engine and Transmission,Displacement,1956
24890,Engine and Transmission,Max Power,167.67bhp@3750rpm
24891,Engine and Transmission,Max Torque,350Nm@1750-2500rpm
24892,Engine and Transmission,No of Cylinder,4
24893,Engine and Transmission,Values per Cylinder,4
24894,Engine and Transmission,Turbo Charger,Yes
24895,Dimensions & Capacity,Length,4405mm
24896,Dimensions & Capacity,Width,1818mm
24897,Dimensions & Capacity,Height,1640mm
24898,Dimensions & Capacity,Wheel Base,2636mm
24899,Dimensions & Capacity,Kerb Weight,1650
24900,Miscellaneous,Gear Box,6 Speed
24901,Miscellaneous,Drive Type,4x2
24902,Miscellaneous,Seating Capacity,5
24903,Miscellaneous,Steering Type,Power
24904,Miscellaneous,Front Brake Type,Disc
24905,Miscellaneous,Rear Brake Type,Disc
24906,Miscellaneous,Tyre Type,"Tubeless, Radial"
24907,Miscellaneous,Alloy Wheel Size,18
24908,Miscellaneous,No Door Numbers,5
24909,Engine and Transmission,Color,White
24910,Engine and Transmission,Engine Type,2.0-Litre 4-Cyl Multijet II Engine
24911,Engine and Transmission,Displacement,1956
24912,Engine and Transmission,Max Power,170bhp@3750rpm
24913,Engine and Transmission,Max Torque,350Nm@1750-2500rpm
24914,Engine and Transmission,No of Cylinder,4
24915,Engine and Transmission,Values per Cylinder,4
24916,Engine and Transmission,Value Configuration,DOHC
24917,Engine and Transmission,Fuel Suppy System,CRDI
24918,Engine and Transmission,Turbo Charger,Yes
24919,Engine and Transmission,Super Charger,No
24920,Dimensions & Capacity,Length,4395mm
24921,Dimensions & Capacity,Width,1818mm
24922,Dimensions & Capacity,Height,1640mm
24923,Dimensions & Capacity,Wheel Base,2636mm
24924,Dimensions & Capacity,Kerb Weight,1641 kgs
24925,Miscellaneous,Gear Box,6 Speed
24926,Miscellaneous,Drive Type,4X4
24927,Miscellaneous,Seating Capacity,5
24928,Miscellaneous,Steering Type,Power
24929,Miscellaneous,Front Brake Type,Disc
24930,Miscellaneous,Rear Brake Type,Discs
24931,Miscellaneous,Acceleration,10.03 Seconds
24932,Miscellaneous,Tyre Type,"Radial, Tubless"
24933,Miscellaneous,Alloy Wheel Size,17
24934,Miscellaneous,No Door Numbers,5
24935,Miscellaneous,Cargo Volumn,408-litres
24936,Engine and Transmission,Color,Others
24937,Engine and Transmission,Displacement,1197
24938,Engine and Transmission,Max Power,88.50bhp@6000rpm
24939,Engine and Transmission,Max Torque,113Nm@4400rpm
24940,Engine and Transmission,No of Cylinder,4
24941,Engine and Transmission,Values per Cylinder,4
24942,Dimensions & Capacity,Length,3995mm
24943,Dimensions & Capacity,Width,1735
24944,Dimensions & Capacity,Height,1515
24945,Dimensions & Capacity,Ground Clearance Unladen,160
24946,Dimensions & Capacity,Wheel Base,2450
24947,Dimensions & Capacity,Kerb Weight,880-915
24948,Dimensions & Capacity,Gross Weight,1335
24949,Miscellaneous,Gear Box,5 Speed
24950,Miscellaneous,Seating Capacity,5
24951,Miscellaneous,Steering Type,Electric
24952,Miscellaneous,Turning Radius,4.8
24953,Miscellaneous,Front Brake Type,Disc
24954,Miscellaneous,Rear Brake Type,Drum
24955,Miscellaneous,Tyre Type,"Tubeless, Radial"
24956,Miscellaneous,Alloy Wheel Size,15
24957,Miscellaneous,No Door Numbers,4
24958,Miscellaneous,Cargo Volumn,378
24959,Engine and Transmission,Color,Silver
24960,Engine and Transmission,Engine Type, Kappa VTVT Petrol Engine
24961,Engine and Transmission,Displacement,1197
24962,Engine and Transmission,Max Power,82bhp@6000rpm
24963,Engine and Transmission,Max Torque,114Nm@4000rpm
24964,Engine and Transmission,No of Cylinder,4
24965,Engine and Transmission,Values per Cylinder,4
24966,Engine and Transmission,Value Configuration,DOHC
24967,Engine and Transmission,Fuel Suppy System,MPFI
24968,Engine and Transmission,Turbo Charger,No
24969,Engine and Transmission,Super Charger,No
24970,Dimensions & Capacity,Length,3765mm
24971,Dimensions & Capacity,Width,1660mm
24972,Dimensions & Capacity,Height,1520mm
24973,Dimensions & Capacity,Wheel Base,2425mm
24974,Dimensions & Capacity,Front Tread,1479mm
24975,Dimensions & Capacity,Rear Tread,1493mm
24976,Dimensions & Capacity,Kerb Weight,935kg
24977,Miscellaneous,Gear Box,5 Speed
24978,Miscellaneous,Drive Type,FWD
24979,Miscellaneous,Seating Capacity,5
24980,Miscellaneous,Steering Type,Power
24981,Miscellaneous,Turning Radius,4.8 metres
24982,Miscellaneous,Front Brake Type,Disc
24983,Miscellaneous,Rear Brake Type,Drum
24984,Miscellaneous,Top Speed,165 Kmph
24985,Miscellaneous,Acceleration,12.9 Seconds
24986,Miscellaneous,Tyre Type,Tubeless
24987,Miscellaneous,No Door Numbers,5
24988,Miscellaneous,Cargo Volumn,256-liters
24989,Engine and Transmission,Color,White
24990,Engine and Transmission,Engine Type,U2 CRDI VGT Engine
24991,Engine and Transmission,Displacement,1582
24992,Engine and Transmission,Max Power,126.2bhp@4000rpm
24993,Engine and Transmission,Max Torque,259.9Nm@1900-2750rpm
24994,Engine and Transmission,No of Cylinder,4
24995,Engine and Transmission,Values per Cylinder,4
24996,Engine and Transmission,Value Configuration,DOHC
24997,Engine and Transmission,Fuel Suppy System,CRDi
24998,Engine and Transmission,Turbo Charger,Yes
24999,Engine and Transmission,Super Charger,No
25000,Dimensions & Capacity,Length,4270mm
25001,Dimensions & Capacity,Width,1780mm
25002,Dimensions & Capacity,Height,1630mm
25003,Dimensions & Capacity,Wheel Base,2590mm
25004,Dimensions & Capacity,Kerb Weight,1300
25005,Miscellaneous,Gear Box,6 Speed
25006,Miscellaneous,Drive Type,FWD
25007,Miscellaneous,Seating Capacity,5
25008,Miscellaneous,Steering Type,Power
25009,Miscellaneous,Turning Radius,5.3 metres
25010,Miscellaneous,Front Brake Type,Disc
25011,Miscellaneous,Rear Brake Type,Drum
25012,Miscellaneous,Top Speed,190 Kmph
25013,Miscellaneous,Acceleration,10.5 Seconds
25014,Miscellaneous,Tyre Type,Tubeless
25015,Miscellaneous,Alloy Wheel Size,17
25016,Miscellaneous,No Door Numbers,5
25017,Miscellaneous,Cargo Volumn,400-litres
25018,Engine and Transmission,Color,Red
25019,Engine and Transmission,Engine Type,1.0L TSI Petrol
25020,Engine and Transmission,Displacement,999
25021,Engine and Transmission,Max Power,108.62bhp@5000-5500rpm
25022,Engine and Transmission,Max Torque,175nm@1750-4000rpm
25023,Engine and Transmission,No of Cylinder,3
25024,Engine and Transmission,Values per Cylinder,4
25025,Engine and Transmission,Value Configuration,DOHC
25026,Engine and Transmission,Fuel Suppy System,TSI
25027,Engine and Transmission,BoreX Stroke,74.5x76.4 mm
25028,Engine and Transmission,Compression Ratio,10.5:1
25029,Engine and Transmission,Turbo Charger,Yes
25030,Engine and Transmission,Super Charger,No
25031,Dimensions & Capacity,Length,3971mm
25032,Dimensions & Capacity,Width,1682mm
25033,Dimensions & Capacity,Height,1469mm
25034,Dimensions & Capacity,Wheel Base,2470mm
25035,Dimensions & Capacity,Front Tread,1457mm
25036,Dimensions & Capacity,Rear Tread,1500mm
25037,Dimensions & Capacity,Kerb Weight,1072Kg
25038,Dimensions & Capacity,Gross Weight,1530
25039,Miscellaneous,Gear Box,6 Speed
25040,Miscellaneous,Drive Type,FWD
25041,Miscellaneous,Seating Capacity,5
25042,Miscellaneous,Steering Type,Electronic
25043,Miscellaneous,Turning Radius,4.9
25044,Miscellaneous,Front Brake Type,Disc
25045,Miscellaneous,Rear Brake Type,Drum
25046,Miscellaneous,Tyre Type,"Tubeless,Radial"
25047,Miscellaneous,Alloy Wheel Size,R16
25048,Miscellaneous,No Door Numbers,5
25049,Miscellaneous,Cargo Volumn,280
25050,Engine and Transmission,Color,Red
25051,Engine and Transmission,Engine Type,K9K dCi Diesel Engine
25052,Engine and Transmission,Displacement,1461
25053,Engine and Transmission,Max Power,108.45bhp@3850rpm
25054,Engine and Transmission,Max Torque,240Nm@1750rpm
25055,Engine and Transmission,No of Cylinder,4
25056,Engine and Transmission,Values per Cylinder,4
